Review,Score
"Im a kid so I’m probably not the most reliable source though I do know something about writing techniques and stuff.
Let’s start with the good. As someone who has read the source material I must say it is impressive how well they have recreated Simon Stalenhags art. Some shots look straight out of the original novel. From a visual perspective it is a master piece the CGI used is incredible and the original Electric state was pretty visually great. Also (SPOILERS) at the end of the movie this little robot dies but then there is this plot twist that there was a littler robot inside which I think is great. And it doesn’t come out of nowhere too since we’ve seen that robot inside bigger robots. However story wise it lacks. 
It is full of exposition dumps, the opening just stops the story to tell us the lore. It also doesn’t do a very good job at getting you attached to the characters. I can’t even remember a single characters name besides The Butcher. They just don’t do enough to show us who they are. Sure they tell us things but they never give us a reason to care. Also they just had to hire the most overrated actor in the world huh? Chris Pratt. Seriously he has an incredibly narrow range and his line delivery is so flat.",2
"I saw the reviews and thought this was going to be a terrible film. It’s not - it’s a children’s film which I enjoyed with mine and it was an entertaining film which gave me a few chuckles and a gentle tug on the emotional strings.

Is it a masterpiece, no but it was fun romp that despite its poor reviews is far better and more enjoyable than many other ‘critically’ acclaimed films I have watched. ",4
Not as bad as many have made it out to be.  ,3.5
"The film adaptation of 'The Electric State' diverges significantly from Simon Stålenhag's original vision. Key elements, like the unique post-apocalyptic aesthetic and nuanced portrayal of technology, seem diluted. The narrative feels simplified, likely underestimating the audience’s capacity for complexity. Unfortunately, Millie Bobby Brown's performance falls flat, lacking the emotional depth needed to anchor the story. The film seems to rely on her popularity rather than engaging with the rich material of the source. For fans of the graphic novel, this adaptation might not capture the essence that made the book so distinctive.",1.5
"This is an interesting and light and funny film.
I enjoyed watching it very much, it caught my attention and captivated it from the first moment to the last.
The film is not perfect and even has small problems, but as a film it holds well all the ideas it wants to convey and does convey.
It may not be a masterpiece or a film from fairy tales, but it is an entertaining and interesting film.",4.5
It’s a cute and entertaining movie. ,3.5
"Although at times it dragged a bit, near the beginning overall it was a good movie! I liked it and others that watched it with me did too… I was at first put off by the negative reaction I read about online. I would recommend watching.",4
"Great action-adventure movie. Just relax and have fun! 
Movie critics have rotten brains, so don't care about their opinion. They only love smart drama movies with something because they are ""smart"" from it. For ""smart"" I like to READ neural science and quantum physics BOOKS. Movies are for fun, and this one is fun ;)",5
"Heartwarming and thoughtprovoking. The script was not the best.I've seen these actors , but it's definitely worth your time. ",3.5
"Watched it on a cold, rainy evening when had nothing else better to do.  I went in with no preconceived notions on if it would be bad, or good.  I honestly thought it was kind of cute.  It was just too long.  They could have made it a 1.5 hour movie and it would have been better for it, honestly.  It's cheesy, and it's not awesome, but if you have a rainy day and nothing else to do, it's not that bad.  I've seen far worse rated better, if that makes sense.  ",3
It was a cute movie that was PG. We fell in love with the robots and other characters. ,4
"Trate de que me guste, pero no pude pasar de los 20 minutos .",1
"THE ELECTRIC STATE seems designed to please, almost algorithmically so, with various elements cobbled together like one of its many fanciful automatons. The alternative, retro-futuristic world allows the unique aesthetic of the source book to come to life in some impressive ways, but the selective tech advancement also strains credulity, sometimes painfully so. The plot is standard issue, and skates by on the charms of a winsome cast, who simply can't elevate the rote sentimentalism of the story. It's passable popcorn flick entertainment for sure, but like so many of the directors' comic book movies, assumes an audience that is dumb and easily stupefied by spectacle.",2.5
"Great movie, I was concerned because of the rotten score, even pushed watching it. I’m glad I did though. Lots of fun and ended well. ",5
Its a decent fun family film. Worth a watch. Not sure why the critics seem to hate it so much.,4
Try reading the book. The Russo brothers sure didn’t.,1
"Very very stupid movie, for stupid people ",1
"Egads there a couple hours of life wasted, potential squandered i understand actors have to work but dang have some standards....",1
this movie made me cry. and not in a good way.,0.5
"Why all the hate?

I never read the book but I found this movie to be a fun modern movie the whole family can enjoy. Millie portrays the quintessential big sister. Chris is awesome as always with his lovable comedic hero character. The robots and special effects are top notch. The story is good for the most part. I would highly recommend this movie.",5
